ubigeo,ano,semana,p_fal,p_vivax,date
160113,2009,28,7,169,2009-07-13
160113,2009,29,4,100,2009-07-20
160113,2009,30,4,77,2009-07-27
160113,2009,31,3,80,2009-08-03
160113,2009,32,1,50,2009-08-10
160113,2009,33,0,71,2009-08-17
160113,2009,34,1,88,2009-08-24
160113,2009,35,7,100,2009-08-31
160113,2009,36,3,95,2009-09-07
160113,2009,37,4,91,2009-09-14
160113,2009,38,2,94,2009-09-21
160113,2009,39,0,57,2009-09-28
160113,2009,40,0,48,2009-10-05
160113,2009,41,3,71,2009-10-12
160113,2009,42,1,28,2009-10-19
160113,2009,43,8,78,2009-10-26
160113,2009,44,6,79,2009-11-02
160113,2009,45,3,59,2009-11-09
160113,2009,46,5,58,2009-11-16
160113,2009,47,8,55,2009-11-23
160113,2009,48,5,42,2009-11-30
160113,2009,49,0,33,2009-12-07
160113,2009,50,4,44,2009-12-14
160113,2009,51,2,35,2009-12-21
160113,2009,52,4,24,2009-12-28
160113,2009,53,0,11,2010-01-04
160113,2010,1,4,59,2010-01-04
160113,2010,2,1,33,2010-01-11
160113,2010,3,3,37,2010-01-18
160113,2010,4,4,39,2010-01-25
160113,2010,5,1,32,2010-02-01
160113,2010,6,2,34,2010-02-08
160113,2010,7,1,33,2010-02-15
160113,2010,8,0,30,2010-02-22
160113,2010,9,0,36,2010-03-01
160113,2010,10,8,28,2010-03-08
160113,2010,11,0,30,2010-03-15
160113,2010,12,5,35,2010-03-22
160113,2010,13,2,19,2010-03-29
160113,2010,14,0,18,2010-04-05
160113,2010,15,1,26,2010-04-12
160113,2010,16,1,50,2010-04-19
160113,2010,17,5,39,2010-04-26
160113,2010,18,1,33,2010-05-03
160113,2010,19,3,46,2010-05-10
160113,2010,20,0,56,2010-05-17
160113,2010,21,0,107,2010-05-24
160113,2010,22,0,69,2010-05-31
160113,2010,23,0,162,2010-06-07
160113,2010,24,2,164,2010-06-14
160113,2010,25,3,84,2010-06-21
160113,2010,26,3,63,2010-06-28
160113,2010,27,5,56,2010-07-05
160113,2010,28,8,59,2010-07-12
160113,2010,29,5,37,2010-07-19
160113,2010,30,4,20,2010-07-26
160113,2010,31,1,43,2010-08-02
160113,2010,32,1,31,2010-08-09
160113,2010,33,2,23,2010-08-16
160113,2010,34,1,24,2010-08-23
160113,2010,35,0,23,2010-08-30
160113,2010,36,7,26,2010-09-06
160113,2010,37,2,23,2010-09-13
160113,2010,38,0,27,2010-09-20
160113,2010,39,0,30,2010-09-27
160113,2010,40,5,31,2010-10-04
160113,2010,41,1,46,2010-10-11
160113,2010,42,9,56,2010-10-18
160113,2010,43,15,49,2010-10-25
160113,2010,44,7,41,2010-11-01
160113,2010,45,1,21,2010-11-08
160113,2010,46,2,29,2010-11-15
160113,2010,47,2,43,2010-11-22
160113,2010,48,8,44,2010-11-29
160113,2010,49,4,29,2010-12-06
160113,2010,50,9,47,2010-12-13
160113,2010,51,2,24,2010-12-20
160113,2010,52,2,15,2010-12-27
160113,2011,1,1,45,2011-01-03
160113,2011,2,6,34,2011-01-10
160113,2011,3,7,17,2011-01-17
160113,2011,4,6,18,2011-01-24
160113,2011,5,14,29,2011-01-31
160113,2011,6,1,25,2011-02-07
160113,2011,7,2,17,2011-02-14
160113,2011,8,8,14,2011-02-21
160113,2011,9,5,9,2011-02-28
160113,2011,10,1,26,2011-03-07
160113,2011,11,9,18,2011-03-14
160113,2011,12,3,16,2011-03-21
160113,2011,13,9,30,2011-03-28
160113,2011,14,6,23,2011-04-04
160113,2011,15,2,27,2011-04-11
160113,2011,16,6,23,2011-04-18
160113,2011,17,10,40,2011-04-25
160113,2011,18,11,42,2011-05-02
160113,2011,19,15,56,2011-05-09
160113,2011,20,7,46,2011-05-16
160113,2011,21,9,39,2011-05-23
160113,2011,22,12,57,2011-05-30
160113,2011,23,14,58,2011-06-06
160113,2011,24,10,32,2011-06-13
160113,2011,25,4,25,2011-06-20
160113,2011,26,3,37,2011-06-27
160113,2011,27,8,22,2011-07-04
160113,2011,28,5,25,2011-07-11
160113,2011,29,4,20,2011-07-18
160113,2011,30,5,8,2011-07-25
160113,2011,31,4,15,2011-08-01
160113,2011,32,9,20,2011-08-08
160113,2011,33,2,16,2011-08-15
160113,2011,34,7,11,2011-08-22
160113,2011,35,6,14,2011-08-29
160113,2011,36,6,11,2011-09-05
160113,2011,37,4,23,2011-09-12
160113,2011,38,8,23,2011-09-19
160113,2011,39,9,21,2011-09-26
160113,2011,40,0,16,2011-10-03
160113,2011,41,8,25,2011-10-10
160113,2011,42,10,14,2011-10-17
160113,2011,43,2,14,2011-10-24
160113,2011,44,5,10,2011-10-31
160113,2011,45,5,10,2011-11-07
160113,2011,46,4,23,2011-11-14
160113,2011,47,5,11,2011-11-21
160113,2011,48,7,8,2011-11-28
160113,2011,49,3,4,2011-12-05
160113,2011,50,1,7,2011-12-12
160113,2011,51,1,9,2011-12-19
160113,2011,52,1,20,2011-12-26
160113,2012,1,1,10,2012-01-02
160113,2012,2,2,11,2012-01-09
160113,2012,3,0,11,2012-01-16
160113,2012,4,3,11,2012-01-23
160113,2012,5,5,9,2012-01-30
160113,2012,6,7,16,2012-02-06
160113,2012,7,1,16,2012-02-13
160113,2012,8,3,15,2012-02-20
160113,2012,9,2,21,2012-02-27
160113,2012,10,3,14,2012-03-05
160113,2012,11,6,20,2012-03-12
160113,2012,12,0,24,2012-03-19
160113,2012,13,4,18,2012-03-26
160113,2012,14,3,27,2012-04-02
160113,2012,15,5,29,2012-04-09
160113,2012,16,2,42,2012-04-16
160113,2012,17,2,22,2012-04-23
160113,2012,18,3,26,2012-04-30
160113,2012,19,3,26,2012-05-07
160113,2012,20,3,65,2012-05-14
160113,2012,21,8,78,2012-05-21
160113,2012,22,3,78,2012-05-28
160113,2012,23,4,128,2012-06-04
160113,2012,24,5,169,2012-06-11
160113,2012,25,5,166,2012-06-18
160113,2012,26,12,160,2012-06-25
160113,2012,27,27,173,2012-07-02
160113,2012,28,12,156,2012-07-09
160113,2012,29,7,96,2012-07-16
160113,2012,30,6,75,2012-07-23
160113,2012,31,16,76,2012-07-30
160113,2012,32,6,72,2012-08-06
160113,2012,33,3,69,2012-08-13
160113,2012,34,4,58,2012-08-20
160113,2012,35,6,42,2012-08-27
160113,2012,36,2,44,2012-09-03
160113,2012,37,4,52,2012-09-10
160113,2012,38,3,56,2012-09-17
160113,2012,39,0,48,2012-09-24
160113,2012,40,1,33,2012-10-01
160113,2012,41,3,39,2012-10-08
160113,2012,42,2,73,2012-10-15
160113,2012,43,5,82,2012-10-22
160113,2012,44,7,81,2012-10-29
160113,2012,45,7,96,2012-11-05
160113,2012,46,9,113,2012-11-12
160113,2012,47,18,108,2012-11-19
160113,2012,48,14,73,2012-11-26
160113,2012,49,22,96,2012-12-03
160113,2012,50,21,103,2012-12-10
160113,2012,51,15,76,2012-12-17
160113,2012,52,25,70,2012-12-24
160113,2013,1,14,61,2013-01-07
160113,2013,2,8,74,2013-01-14
160113,2013,3,11,51,2013-01-21
160113,2013,4,14,44,2013-01-28
160113,2013,5,4,62,2013-02-04
160113,2013,6,12,70,2013-02-11
160113,2013,7,12,95,2013-02-18
160113,2013,8,13,102,2013-02-25
160113,2013,9,7,62,2013-03-04
160113,2013,10,9,125,2013-03-11
160113,2013,11,14,177,2013-03-18
160113,2013,12,20,176,2013-03-25
160113,2013,13,5,98,2013-04-01
160113,2013,14,9,153,2013-04-08
160113,2013,15,10,143,2013-04-15
160113,2013,16,12,148,2013-04-22
160113,2013,17,5,118,2013-04-29
160113,2013,18,8,127,2013-05-06
160113,2013,19,31,160,2013-05-13
160113,2013,20,24,143,2013-05-20
160113,2013,21,27,156,2013-05-27
160113,2013,22,25,197,2013-06-03
160113,2013,23,28,233,2013-06-10
160113,2013,24,27,233,2013-06-17
160113,2013,25,21,123,2013-06-24
160113,2013,26,20,137,2013-07-01
160113,2013,27,21,202,2013-07-08
160113,2013,28,22,162,2013-07-15
160113,2013,29,30,172,2013-07-22
160113,2013,30,19,92,2013-07-29
160113,2013,31,22,125,2013-08-05
160113,2013,32,10,119,2013-08-12
160113,2013,33,11,105,2013-08-19
160113,2013,34,4,106,2013-08-26
160113,2013,35,24,158,2013-09-02
160113,2013,36,22,109,2013-09-09
160113,2013,37,7,142,2013-09-16
160113,2013,38,15,137,2013-09-23
160113,2013,39,16,70,2013-09-30
160113,2013,40,6,29,2013-10-07
160113,2013,41,20,72,2013-10-14
160113,2013,42,34,120,2013-10-21
160113,2013,43,27,175,2013-10-28
160113,2013,44,22,151,2013-11-04
160113,2013,45,27,185,2013-11-11
160113,2013,46,28,94,2013-11-18
160113,2013,47,17,103,2013-11-25
160113,2013,48,19,102,2013-12-02
160113,2013,49,26,85,2013-12-09
160113,2013,50,18,78,2013-12-16
160113,2013,51,14,53,2013-12-23
160113,2013,52,13,77,2013-12-30
160113,2014,1,33,82,2014-01-06
160113,2014,2,37,111,2014-01-13
160113,2014,3,25,133,2014-01-20
160113,2014,4,45,140,2014-01-27
160113,2014,5,35,158,2014-02-03
160113,2014,6,33,130,2014-02-10
160113,2014,7,33,185,2014-02-17
160113,2014,8,27,174,2014-02-24
160113,2014,9,12,168,2014-03-03
160113,2014,10,25,188,2014-03-10
160113,2014,11,47,203,2014-03-17
160113,2014,12,30,182,2014-03-24
160113,2014,13,39,236,2014-03-31
160113,2014,14,27,266,2014-04-07
160113,2014,15,24,278,2014-04-14
160113,2014,16,32,277,2014-04-21
160113,2014,17,33,330,2014-04-28
160113,2014,18,18,289,2014-05-05
160113,2014,19,30,299,2014-05-12
160113,2014,20,36,295,2014-05-19
160113,2014,21,51,429,2014-05-26
160113,2014,22,37,277,2014-06-02
160113,2014,23,31,264,2014-06-09
160113,2014,24,30,307,2014-06-16
160113,2014,25,25,426,2014-06-23
160113,2014,26,20,302,2014-06-30
160113,2014,27,28,283,2014-07-07
160113,2014,28,31,276,2014-07-14
160113,2014,29,23,212,2014-07-21
160113,2014,30,19,192,2014-07-28
160113,2014,31,17,182,2014-08-04
160113,2014,32,10,154,2014-08-11
160113,2014,33,27,182,2014-08-18
160113,2014,34,19,153,2014-08-25
160113,2014,35,9,124,2014-09-01
160113,2014,36,11,120,2014-09-08
160113,2014,37,20,115,2014-09-15
160113,2014,38,8,134,2014-09-22
160113,2014,39,6,89,2014-09-29
160113,2014,40,6,58,2014-10-06
160113,2014,41,6,115,2014-10-13
160113,2014,42,4,94,2014-10-20
160113,2014,43,4,77,2014-10-27
160113,2014,44,5,86,2014-11-03
160113,2014,45,6,104,2014-11-10
160113,2014,46,4,114,2014-11-17
160113,2014,47,5,98,2014-11-24
160113,2014,48,9,89,2014-12-01
160113,2014,49,16,86,2014-12-08
160113,2014,50,0,78,2014-12-15
160113,2014,51,2,75,2014-12-22
160113,2014,52,7,64,2014-12-29
160113,2014,53,7,86,2015-01-05
160113,2015,1,8,95,2015-01-05
160113,2015,2,4,96,2015-01-12
160113,2015,3,12,102,2015-01-19
160113,2015,4,8,81,2015-01-26
160113,2015,5,5,109,2015-02-02
160113,2015,6,18,102,2015-02-09
160113,2015,7,10,109,2015-02-16
160113,2015,8,5,104,2015-02-23
160113,2015,9,4,133,2015-03-02
160113,2015,10,6,115,2015-03-09
160113,2015,11,13,102,2015-03-16
160113,2015,12,10,92,2015-03-23
160113,2015,13,15,104,2015-03-30
160113,2015,14,18,137,2015-04-06
160113,2015,15,6,105,2015-04-13
160113,2015,16,8,71,2015-04-20
160113,2015,17,5,97,2015-04-27
160113,2015,18,6,73,2015-05-04
160113,2015,19,7,86,2015-05-11
160113,2015,20,12,109,2015-05-18
160113,2015,21,9,119,2015-05-25
160113,2015,22,16,94,2015-06-01
160113,2015,23,13,126,2015-06-08
160113,2015,24,9,156,2015-06-15
160113,2015,25,15,144,2015-06-22
160113,2015,26,9,186,2015-06-29
160113,2015,27,17,155,2015-07-06
160113,2015,28,15,136,2015-07-13
160113,2015,29,22,138,2015-07-20
160113,2015,30,26,183,2015-07-27
160113,2015,31,6,167,2015-08-03
160113,2015,32,21,145,2015-08-10
160113,2015,33,22,143,2015-08-17
160113,2015,34,15,171,2015-08-24
160113,2015,35,14,150,2015-08-31
160113,2015,36,20,195,2015-09-07
160113,2015,37,10,236,2015-09-14
160113,2015,38,20,213,2015-09-21
160113,2015,39,22,190,2015-09-28
160113,2015,40,35,208,2015-10-05
160113,2015,41,16,138,2015-10-12
160113,2015,42,16,146,2015-10-19
160113,2015,43,15,167,2015-10-26
160113,2015,44,24,210,2015-11-02
160113,2015,45,25,192,2015-11-09
160113,2015,46,18,141,2015-11-16
160113,2015,47,18,143,2015-11-23
160113,2015,48,32,156,2015-11-30
160113,2015,49,31,181,2015-12-07
160113,2015,50,21,147,2015-12-14
160113,2015,51,38,148,2015-12-21
160113,2015,52,30,171,2015-12-28
160113,2016,1,39,181,2016-01-04
160113,2016,2,31,186,2016-01-11
160113,2016,3,39,181,2016-01-18
160113,2016,4,48,192,2016-01-25
160113,2016,5,62,191,2016-02-01
160113,2016,6,61,202,2016-02-08
160113,2016,7,70,218,2016-02-15
160113,2016,8,69,223,2016-02-22
160113,2016,9,40,164,2016-02-29
160113,2016,10,42,144,2016-03-07
160113,2016,11,36,154,2016-03-14
160113,2016,12,33,157,2016-03-21
160113,2016,13,30,155,2016-03-28
160113,2016,14,35,157,2016-04-04
160113,2016,15,36,168,2016-04-11
160113,2016,16,61,175,2016-04-18
160113,2016,17,30,138,2016-04-25
160113,2016,18,33,156,2016-05-02
160113,2016,19,38,139,2016-05-09
160113,2016,20,36,162,2016-05-16
160113,2016,21,26,154,2016-05-23
160113,2016,22,42,148,2016-05-30
160113,2016,23,46,150,2016-06-06
160113,2016,24,26,114,2016-06-13
160113,2016,25,14,85,2016-06-20
160113,2016,26,19,90,2016-06-27
160113,2016,27,19,74,2016-07-04
160113,2016,28,12,86,2016-07-11
160113,2016,29,15,73,2016-07-18
160113,2016,30,12,60,2016-07-25
160113,2016,31,14,99,2016-08-01
160113,2016,32,10,67,2016-08-08
160113,2016,33,14,58,2016-08-15
160113,2016,34,14,47,2016-08-22
160113,2016,35,12,56,2016-08-29
160113,2016,36,4,47,2016-09-05
160113,2016,37,5,54,2016-09-12
160113,2016,38,5,57,2016-09-19
160113,2016,39,1,61,2016-09-26
160113,2016,40,6,42,2016-10-03
160113,2016,41,9,44,2016-10-10
160113,2016,42,5,54,2016-10-17
160113,2016,43,3,36,2016-10-24
160113,2016,44,4,49,2016-10-31
160113,2016,45,3,45,2016-11-07
160113,2016,46,3,36,2016-11-14
160113,2016,47,3,39,2016-11-21
160113,2016,48,6,65,2016-11-28
160113,2016,49,7,62,2016-12-05
160113,2016,50,5,52,2016-12-12
160113,2016,51,9,65,2016-12-19
160113,2016,52,3,65,2016-12-26
160113,2017,1,7,68,2017-01-02
160113,2017,2,2,46,2017-01-09
160113,2017,3,7,53,2017-01-16
160113,2017,4,8,79,2017-01-23
160113,2017,5,6,47,2017-01-30
160113,2017,6,3,59,2017-02-06
160113,2017,7,2,53,2017-02-13
160113,2017,8,3,50,2017-02-20
160113,2017,9,0,52,2017-02-27
160113,2017,10,2,42,2017-03-06
160113,2017,11,3,52,2017-03-13
160113,2017,12,3,72,2017-03-20
160113,2017,13,6,66,2017-03-27
160113,2017,14,4,77,2017-04-03
160113,2017,15,7,73,2017-04-10
160113,2017,16,8,65,2017-04-17
160113,2017,17,2,57,2017-04-24
160113,2017,18,9,57,2017-05-01
160113,2017,19,6,65,2017-05-08
160113,2017,20,11,66,2017-05-15
160113,2017,21,5,70,2017-05-22
160113,2017,22,15,118,2017-05-29
160113,2017,23,12,118,2017-06-05
160113,2017,24,12,100,2017-06-12
160113,2017,25,23,70,2017-06-19
160113,2017,26,13,64,2017-06-26
160113,2017,27,9,55,2017-07-03
160113,2017,28,8,34,2017-07-10
160113,2017,29,7,56,2017-07-17
160113,2017,30,7,50,2017-07-24
160113,2017,31,8,44,2017-07-31
160113,2017,32,7,41,2017-08-07
160113,2017,33,7,63,2017-08-14
160113,2017,34,10,45,2017-08-21
160113,2017,35,6,56,2017-08-28
160113,2017,36,4,49,2017-09-04
160113,2017,37,6,50,2017-09-11
160113,2017,38,8,30,2017-09-18
160113,2017,39,4,38,2017-09-25
160113,2017,40,8,50,2017-10-02
160113,2017,41,4,51,2017-10-09
160113,2017,42,2,41,2017-10-16
160113,2017,43,7,45,2017-10-23
160113,2017,44,10,62,2017-10-30
160113,2017,45,14,43,2017-11-06
160113,2017,46,9,57,2017-11-13
160113,2017,47,4,56,2017-11-20
160113,2017,48,5,30,2017-11-27
160113,2017,49,9,44,2017-12-04
160113,2017,50,8,51,2017-12-11
160113,2017,51,6,52,2017-12-18
160113,2017,52,9,53,2017-12-25
160113,2018,1,7,51,2018-01-01
160113,2018,2,5,53,2018-01-08
160113,2018,3,19,107,2018-01-15
160113,2018,4,8,83,2018-01-22
160113,2018,5,10,82,2018-01-29
160113,2018,6,14,80,2018-02-05
160113,2018,7,6,108,2018-02-12
160113,2018,8,12,136,2018-02-19
160113,2018,9,23,120,2018-02-26
160113,2018,10,32,150,2018-03-05
160113,2018,11,25,143,2018-03-12
160113,2018,12,8,142,2018-03-19
160113,2018,13,19,126,2018-03-26
160113,2018,14,27,182,2018-04-02
160113,2018,15,29,134,2018-04-09
160113,2018,16,30,170,2018-04-16
160113,2018,17,38,172,2018-04-23
160113,2018,18,19,158,2018-04-30
160113,2018,19,17,137,2018-05-07
160113,2018,20,17,146,2018-05-14
160113,2018,21,17,166,2018-05-21
160113,2018,22,13,123,2018-05-28
160113,2018,23,13,98,2018-06-04
160113,2018,24,14,87,2018-06-11
160113,2018,25,18,108,2018-06-18
160113,2018,26,20,91,2018-06-25
160113,2018,27,33,143,2018-07-02
160113,2018,28,12,95,2018-07-09
160113,2018,29,14,97,2018-07-16
160113,2018,30,16,107,2018-07-23
160113,2018,31,10,73,2018-07-30
160113,2018,32,12,80,2018-08-06
160113,2018,33,12,40,2018-08-13
160113,2018,34,3,53,2018-08-20
160113,2018,35,0,55,2018-08-27
160113,2018,36,1,47,2018-09-03
160113,2018,37,1,47,2018-09-10
160113,2018,38,6,47,2018-09-17
160113,2018,39,1,39,2018-09-24
160113,2018,40,4,45,2018-10-01
160113,2018,41,6,37,2018-10-08
160113,2018,42,2,37,2018-10-15
160113,2018,43,0,44,2018-10-22
160113,2018,44,1,31,2018-10-29
160113,2018,45,1,34,2018-11-05
160113,2018,46,3,44,2018-11-12
160113,2018,47,0,53,2018-11-19
160113,2018,48,0,37,2018-11-26
160113,2018,49,0,30,2018-12-03
160113,2018,50,3,52,2018-12-10
160113,2018,51,2,32,2018-12-17
160113,2018,52,3,34,2018-12-24
160113,2019,1,2,35,2019-01-07
160113,2019,2,0,50,2019-01-14
160113,2019,3,0,53,2019-01-21
160113,2019,4,1,41,2019-01-28
160113,2019,5,2,52,2019-02-04
160113,2019,6,5,40,2019-02-11
160113,2019,7,3,55,2019-02-18
160113,2019,8,1,35,2019-02-25
160113,2019,9,0,37,2019-03-04
160113,2019,10,2,29,2019-03-11
160113,2019,11,4,40,2019-03-18
160113,2019,12,3,57,2019-03-25
160113,2019,13,3,26,2019-04-01
160113,2019,14,2,20,2019-04-08
160113,2019,15,1,27,2019-04-15
160113,2019,16,0,35,2019-04-22
160113,2019,17,1,33,2019-04-29
160113,2019,18,2,24,2019-05-06
160113,2019,19,1,38,2019-05-13
160113,2019,20,4,45,2019-05-20
160113,2019,21,2,42,2019-05-27
160113,2019,22,0,45,2019-06-03
160113,2019,23,4,41,2019-06-10
160113,2019,24,3,79,2019-06-17
160113,2019,25,1,35,2019-06-24
160113,2019,26,0,30,2019-07-01
160113,2019,27,0,36,2019-07-08
160113,2019,28,0,28,2019-07-15
160113,2019,29,0,22,2019-07-22
160113,2019,30,1,13,2019-07-29
160113,2019,31,0,33,2019-08-05
160113,2019,32,1,20,2019-08-12
160113,2019,33,0,22,2019-08-19
160113,2019,34,0,13,2019-08-26
160113,2019,35,0,8,2019-09-02
160113,2019,36,0,19,2019-09-09
160113,2019,37,1,15,2019-09-16
160113,2019,38,1,17,2019-09-23
160113,2019,39,0,18,2019-09-30
160113,2019,40,0,11,2019-10-07
160113,2019,41,0,18,2019-10-14
160113,2019,42,1,16,2019-10-21
160113,2019,43,1,12,2019-10-28
160113,2019,44,1,11,2019-11-04
160113,2019,45,0,11,2019-11-11
160113,2019,46,0,19,2019-11-18
160113,2019,47,0,24,2019-11-25
160113,2019,48,0,17,2019-12-02
160113,2019,49,2,21,2019-12-09
160113,2019,50,3,20,2019-12-16
160113,2019,51,2,13,2019-12-23
160113,2019,52,1,15,2019-12-30
160113,2020,1,0,18,2020-01-06
160113,2020,2,0,15,2020-01-13
160113,2020,3,0,12,2020-01-20
160113,2020,4,0,14,2020-01-27
160113,2020,5,3,8,2020-02-03
160113,2020,6,0,10,2020-02-10
160113,2020,7,0,16,2020-02-17
160113,2020,8,0,11,2020-02-24
160113,2020,9,0,20,2020-03-02
160113,2020,10,0,8,2020-03-09
160113,2020,11,0,12,2020-03-16
160113,2020,12,0,13,2020-03-23
160113,2020,13,0,7,2020-03-30
160113,2020,14,0,5,2020-04-06
160113,2020,15,0,6,2020-04-13
160113,2020,16,0,7,2020-04-20
160113,2020,17,0,3,2020-04-27
160113,2020,18,0,1,2020-05-04
160113,2020,19,0,1,2020-05-11
160113,2020,20,0,5,2020-05-18
160113,2020,21,0,1,2020-05-25
160113,2020,22,0,5,2020-06-01
160113,2020,23,1,4,2020-06-08
160113,2020,24,0,4,2020-06-15
160113,2020,25,2,6,2020-06-22
160113,2020,26,0,2,2020-06-29
160113,2020,27,0,5,2020-07-06
160113,2020,28,1,6,2020-07-13
160113,2020,29,0,11,2020-07-20
160113,2020,30,1,7,2020-07-27
160113,2020,31,0,1,2020-08-03
160113,2020,32,1,0,2020-08-10
160113,2020,33,1,2,2020-08-17
160113,2020,34,2,5,2020-08-24
160113,2020,35,4,3,2020-08-31
160113,2020,36,7,13,2020-09-07
160113,2020,37,3,12,2020-09-14
160113,2020,38,1,3,2020-09-21
160113,2020,39,0,3,2020-09-28
160113,2020,40,1,11,2020-10-05
160113,2020,41,0,6,2020-10-12
160113,2020,42,5,3,2020-10-19
160113,2020,43,0,7,2020-10-26
160113,2020,44,0,9,2020-11-02
160113,2020,45,2,7,2020-11-09
160113,2020,46,0,4,2020-11-16
160113,2020,47,2,4,2020-11-23
160113,2020,48,0,4,2020-11-30
160113,2020,49,0,4,2020-12-07
160113,2020,50,0,8,2020-12-14
160113,2020,51,1,10,2020-12-21
160113,2020,52,0,14,2020-12-28
160113,2020,53,0,11,2021-01-04
160113,2021,1,0,4,2021-01-04
160113,2021,2,0,7,2021-01-11
160113,2021,3,0,3,2021-01-18
160113,2021,4,1,5,2021-01-25
160113,2021,5,0,3,2021-02-01
160113,2021,6,0,9,2021-02-08
160113,2021,7,0,5,2021-02-15
160113,2021,8,0,3,2021-02-22
160113,2021,9,1,7,2021-03-01
160113,2021,10,0,7,2021-03-08
160113,2021,11,0,5,2021-03-15
160113,2021,12,0,2,2021-03-22
160113,2021,13,0,1,2021-03-29
160113,2021,14,2,5,2021-04-05
160113,2021,15,0,1,2021-04-12
160113,2021,16,0,5,2021-04-19
160113,2021,17,0,2,2021-04-26
160113,2021,18,0,1,2021-05-03
160113,2021,19,0,4,2021-05-10
160113,2021,20,0,3,2021-05-17
160113,2021,21,1,6,2021-05-24
160113,2021,22,0,7,2021-05-31
160113,2021,23,0,10,2021-06-07
160113,2021,24,3,7,2021-06-14
160113,2021,25,0,7,2021-06-21
160113,2021,26,0,4,2021-06-28
160113,2021,27,0,2,2021-07-05
160113,2021,28,0,5,2021-07-12
160113,2021,30,0,8,2021-07-26
160113,2021,31,0,5,2021-08-02
160113,2021,32,1,4,2021-08-09
160113,2021,33,0,6,2021-08-16
160113,2021,34,0,5,2021-08-23
160113,2021,35,0,6,2021-08-30
160113,2021,36,0,8,2021-09-06
160113,2021,37,0,5,2021-09-13
160113,2021,38,0,12,2021-09-20
160113,2021,39,0,7,2021-09-27
160113,2021,40,0,7,2021-10-04
160113,2021,41,1,6,2021-10-11
160113,2021,42,0,13,2021-10-18
160113,2021,43,1,27,2021-10-25
160113,2021,44,0,20,2021-11-01
160113,2021,45,0,25,2021-11-08
160113,2021,46,0,17,2021-11-15
160113,2021,47,0,10,2021-11-22
160113,2021,48,0,7,2021-11-29
160113,2021,49,0,10,2021-12-06
160113,2021,50,0,7,2021-12-13
160113,2021,51,1,10,2021-12-20
160113,2021,52,0,3,2021-12-27
160113,2022,1,0,6,2022-01-03
160113,2022,2,0,9,2022-01-10
160113,2022,3,1,17,2022-01-17
160113,2022,4,0,8,2022-01-24
160113,2022,5,0,24,2022-01-31
160113,2022,6,1,22,2022-02-07
160113,2022,7,0,7,2022-02-14
160113,2022,8,0,16,2022-02-21
160113,2022,9,0,14,2022-02-28
160113,2022,10,0,27,2022-03-07
160113,2022,11,0,21,2022-03-14
160113,2022,12,0,25,2022-03-21
160113,2022,13,0,28,2022-03-28
160113,2022,14,1,25,2022-04-04
160113,2022,15,0,12,2022-04-11
160113,2022,16,0,34,2022-04-18
160113,2022,17,0,17,2022-04-25
160113,2022,18,0,40,2022-05-02
160113,2022,19,1,23,2022-05-09
160113,2022,20,1,12,2022-05-16
160113,2022,21,3,15,2022-05-23
160113,2022,22,0,10,2022-05-30
160113,2022,23,0,13,2022-06-06
160113,2022,24,0,20,2022-06-13
160113,2022,25,0,14,2022-06-20
160113,2022,26,0,10,2022-06-27
160113,2022,27,0,20,2022-07-04
160113,2022,28,0,15,2022-07-11
160113,2022,29,0,9,2022-07-18
160113,2022,30,0,10,2022-07-25
160113,2022,31,0,8,2022-08-01
160113,2022,32,0,8,2022-08-08
160113,2022,33,0,5,2022-08-15
160113,2022,34,0,8,2022-08-22
160113,2022,35,0,10,2022-08-29
160113,2022,36,0,6,2022-09-05
160113,2022,37,0,8,2022-09-12
160113,2022,38,0,7,2022-09-19
160113,2022,39,0,18,2022-09-26
160113,2022,40,0,15,2022-10-03
160113,2022,41,0,9,2022-10-10
160113,2022,42,0,13,2022-10-17
160113,2022,43,0,30,2022-10-24
160113,2022,44,0,27,2022-10-31
160113,2022,45,0,16,2022-11-07
160113,2022,46,0,16,2022-11-14
160113,2022,47,0,26,2022-11-21
160113,2022,48,1,23,2022-11-28
160113,2022,49,0,15,2022-12-05
160113,2022,50,0,19,2022-12-12
160113,2022,51,0,17,2022-12-19
160113,2022,52,0,17,2022-12-26
160201,2009,1,0,9,2009-01-05
160201,2009,2,0,2,2009-01-12
160201,2009,3,0,17,2009-01-19
160201,2009,4,4,7,2009-01-26
160201,2009,5,0,9,2009-02-02
160201,2009,6,1,21,2009-02-09
160201,2009,7,2,24,2009-02-16
160201,2009,8,2,12,2009-02-23
160201,2009,9,1,14,2009-03-02
160201,2009,10,0,32,2009-03-09
160201,2009,11,0,31,2009-03-16
160201,2009,12,6,11,2009-03-23
160201,2009,13,1,10,2009-03-30
160201,2009,14,1,5,2009-04-06
160201,2009,15,1,15,2009-04-13
160201,2009,16,0,10,2009-04-20
160201,2009,17,1,4,2009-04-27
160201,2009,18,0,7,2009-05-04
160201,2009,19,0,3,2009-05-11
160201,2009,20,0,7,2009-05-18
160201,2009,21,1,5,2009-05-25
160201,2009,22,1,2,2009-06-01
160201,2009,23,0,6,2009-06-08
160201,2009,24,0,4,2009-06-15
160201,2009,25,0,5,2009-06-22
160201,2009,26,1,6,2009-06-29
160201,2009,27,1,8,2009-07-06
160201,2009,28,0,4,2009-07-13
160201,2009,29,0,5,2009-07-20
160201,2009,30,0,3,2009-07-27
160201,2009,31,0,7,2009-08-03
160201,2009,32,0,10,2009-08-10
