ubigeo,ano,semana,p_fal,p_vivax,date
160703,2022,16,0,2,2022-04-18
160703,2022,17,0,5,2022-04-25
160703,2022,18,0,5,2022-05-02
160703,2022,19,0,5,2022-05-09
160703,2022,20,0,2,2022-05-16
160703,2022,22,0,2,2022-05-30
160703,2022,23,0,2,2022-06-06
160703,2022,24,0,5,2022-06-13
160703,2022,25,0,2,2022-06-20
160703,2022,26,0,2,2022-06-27
160703,2022,27,0,3,2022-07-04
160703,2022,28,0,1,2022-07-11
160703,2022,29,0,5,2022-07-18
160703,2022,30,0,1,2022-07-25
160703,2022,31,1,2,2022-08-01
160703,2022,32,0,2,2022-08-08
160703,2022,33,0,3,2022-08-15
160703,2022,34,0,2,2022-08-22
160703,2022,35,0,1,2022-08-29
160703,2022,36,0,3,2022-09-05
160703,2022,37,0,1,2022-09-12
160703,2022,39,0,2,2022-09-26
160703,2022,40,0,2,2022-10-03
160703,2022,41,0,5,2022-10-10
160703,2022,42,0,2,2022-10-17
160703,2022,43,0,2,2022-10-24
160703,2022,44,0,1,2022-10-31
160703,2022,45,0,3,2022-11-07
160703,2022,46,0,1,2022-11-14
160703,2022,47,0,1,2022-11-21
160703,2022,48,0,3,2022-11-28
160703,2022,49,0,1,2022-12-05
160703,2022,50,0,1,2022-12-12
160703,2022,51,0,2,2022-12-19
160703,2022,52,0,1,2022-12-26
160704,2009,1,0,6,2009-01-05
160704,2009,2,0,2,2009-01-12
160704,2009,3,0,2,2009-01-19
160704,2009,4,1,6,2009-01-26
160704,2009,5,0,8,2009-02-02
160704,2009,6,0,1,2009-02-09
160704,2009,7,0,3,2009-02-16
160704,2009,8,4,15,2009-02-23
160704,2009,9,0,2,2009-03-02
160704,2009,10,0,1,2009-03-09
160704,2009,11,0,3,2009-03-16
160704,2009,12,0,1,2009-03-23
160704,2009,13,0,3,2009-03-30
160704,2009,14,0,5,2009-04-06
160704,2009,15,0,6,2009-04-13
160704,2009,16,0,5,2009-04-20
160704,2009,17,0,1,2009-04-27
160704,2009,18,0,1,2009-05-04
160704,2009,19,0,5,2009-05-11
160704,2009,20,0,11,2009-05-18
160704,2009,21,1,1,2009-05-25
160704,2009,23,0,1,2009-06-08
160704,2009,24,0,2,2009-06-15
160704,2009,25,0,1,2009-06-22
160704,2009,28,0,3,2009-07-13
160704,2009,30,0,1,2009-07-27
160704,2009,32,0,1,2009-08-10
160704,2009,33,2,2,2009-08-17
160704,2009,34,1,1,2009-08-24
160704,2009,35,0,2,2009-08-31
160704,2009,36,0,1,2009-09-07
160704,2009,41,0,1,2009-10-12
160704,2009,42,1,1,2009-10-19
160704,2009,45,0,1,2009-11-09
160704,2009,51,0,1,2009-12-21
160704,2009,52,0,3,2009-12-28
160704,2009,53,0,4,2010-01-04
160704,2010,5,0,1,2010-02-01
160704,2010,8,0,1,2010-02-22
160704,2010,11,0,1,2010-03-15
160704,2010,12,0,1,2010-03-22
160704,2010,13,0,1,2010-03-29
160704,2010,14,0,1,2010-04-05
160704,2010,15,0,1,2010-04-12
160704,2010,18,0,1,2010-05-03
160704,2010,20,0,2,2010-05-17
160704,2010,25,0,1,2010-06-21
160704,2010,35,0,2,2010-08-30
160704,2010,36,0,1,2010-09-06
160704,2010,37,0,1,2010-09-13
160704,2011,4,0,1,2011-01-24
160704,2011,14,0,1,2011-04-04
160704,2011,28,0,1,2011-07-11
160704,2011,35,0,1,2011-08-29
160704,2011,52,0,1,2011-12-26
160704,2012,6,0,1,2012-02-06
160704,2012,7,0,1,2012-02-13
160704,2012,9,0,4,2012-02-27
160704,2012,10,0,1,2012-03-05
160704,2012,11,0,2,2012-03-12
160704,2012,12,0,2,2012-03-19
160704,2012,13,0,1,2012-03-26
160704,2012,17,0,1,2012-04-23
160704,2012,18,0,1,2012-04-30
160704,2012,23,0,1,2012-06-04
160704,2012,24,0,1,2012-06-11
160704,2012,25,0,3,2012-06-18
160704,2012,31,0,1,2012-07-30
160704,2012,33,0,2,2012-08-13
160704,2012,36,1,0,2012-09-03
160704,2012,38,0,2,2012-09-17
160704,2012,40,0,4,2012-10-01
160704,2012,45,0,3,2012-11-05
160704,2012,46,0,3,2012-11-12
160704,2012,47,0,2,2012-11-19
160704,2012,48,0,1,2012-11-26
160704,2012,50,0,1,2012-12-10
160704,2013,1,0,1,2013-01-07
160704,2013,3,0,1,2013-01-21
160704,2013,5,0,1,2013-02-04
160704,2013,7,0,2,2013-02-18
160704,2013,16,0,1,2013-04-22
160704,2013,23,0,1,2013-06-10
160704,2013,24,0,4,2013-06-17
160704,2013,25,0,6,2013-06-24
160704,2013,26,0,1,2013-07-01
160704,2013,27,0,1,2013-07-08
160704,2013,28,0,13,2013-07-15
160704,2013,29,0,7,2013-07-22
160704,2013,30,0,1,2013-07-29
160704,2013,31,0,3,2013-08-05
160704,2013,32,0,22,2013-08-12
160704,2013,33,0,7,2013-08-19
160704,2013,34,0,6,2013-08-26
160704,2013,35,0,7,2013-09-02
160704,2013,36,0,12,2013-09-09
160704,2013,37,0,10,2013-09-16
160704,2013,38,0,4,2013-09-23
160704,2013,39,0,18,2013-09-30
160704,2013,40,0,3,2013-10-07
160704,2013,41,0,5,2013-10-14
160704,2013,42,0,6,2013-10-21
160704,2013,43,0,29,2013-10-28
160704,2013,44,0,11,2013-11-04
160704,2013,45,1,14,2013-11-11
160704,2013,46,0,2,2013-11-18
160704,2013,47,0,23,2013-11-25
160704,2013,48,0,4,2013-12-02
160704,2013,49,0,32,2013-12-09
160704,2013,50,1,18,2013-12-16
160704,2013,51,0,13,2013-12-23
160704,2013,52,0,10,2013-12-30
160704,2014,1,0,47,2014-01-06
160704,2014,2,0,52,2014-01-13
160704,2014,3,0,14,2014-01-20
160704,2014,4,0,6,2014-01-27
160704,2014,5,0,8,2014-02-03
160704,2014,6,0,21,2014-02-10
160704,2014,7,1,18,2014-02-17
160704,2014,8,0,31,2014-02-24
160704,2014,9,0,24,2014-03-03
160704,2014,10,0,22,2014-03-10
160704,2014,11,0,34,2014-03-17
160704,2014,12,0,16,2014-03-24
160704,2014,13,0,13,2014-03-31
160704,2014,14,0,18,2014-04-07
160704,2014,15,0,18,2014-04-14
160704,2014,16,5,7,2014-04-21
160704,2014,17,0,14,2014-04-28
160704,2014,18,1,12,2014-05-05
160704,2014,19,0,9,2014-05-12
160704,2014,20,0,28,2014-05-19
160704,2014,21,5,41,2014-05-26
160704,2014,22,0,2,2014-06-02
160704,2014,23,1,6,2014-06-09
160704,2014,24,0,3,2014-06-16
160704,2014,25,0,2,2014-06-23
160704,2014,26,1,23,2014-06-30
160704,2014,27,4,6,2014-07-07
160704,2014,28,17,37,2014-07-14
160704,2014,29,4,5,2014-07-21
160704,2014,30,0,4,2014-07-28
160704,2014,31,1,14,2014-08-04
160704,2014,32,4,21,2014-08-11
160704,2014,33,2,18,2014-08-18
160704,2014,34,2,4,2014-08-25
160704,2014,35,0,5,2014-09-01
160704,2014,36,1,10,2014-09-08
160704,2014,37,0,13,2014-09-15
160704,2014,38,1,16,2014-09-22
160704,2014,39,1,9,2014-09-29
160704,2014,40,1,12,2014-10-06
160704,2014,41,0,8,2014-10-13
160704,2014,42,0,17,2014-10-20
160704,2014,43,0,9,2014-10-27
160704,2014,44,0,12,2014-11-03
160704,2014,45,1,10,2014-11-10
160704,2014,46,0,8,2014-11-17
160704,2014,47,1,0,2014-11-24
160704,2014,48,0,12,2014-12-01
160704,2014,49,0,7,2014-12-08
160704,2014,51,0,16,2014-12-22
160704,2014,52,0,11,2014-12-29
160704,2014,53,0,4,2015-01-05
160704,2015,1,0,15,2015-01-05
160704,2015,2,0,22,2015-01-12
160704,2015,3,0,5,2015-01-19
160704,2015,4,0,7,2015-01-26
160704,2015,5,0,26,2015-02-02
160704,2015,6,11,31,2015-02-09
160704,2015,7,2,15,2015-02-16
160704,2015,8,5,16,2015-02-23
160704,2015,9,11,25,2015-03-02
160704,2015,10,0,3,2015-03-09
160704,2015,11,0,11,2015-03-16
160704,2015,12,0,2,2015-03-23
160704,2015,13,0,2,2015-03-30
160704,2015,14,0,12,2015-04-06
160704,2015,15,0,6,2015-04-13
160704,2015,16,0,2,2015-04-20
160704,2015,17,0,3,2015-04-27
160704,2015,18,1,9,2015-05-04
160704,2015,19,0,4,2015-05-11
160704,2015,20,0,5,2015-05-18
160704,2015,21,0,1,2015-05-25
160704,2015,22,0,8,2015-06-01
160704,2015,23,0,10,2015-06-08
160704,2015,24,0,2,2015-06-15
160704,2015,25,0,9,2015-06-22
160704,2015,26,0,3,2015-06-29
160704,2015,27,1,27,2015-07-06
160704,2015,28,0,6,2015-07-13
160704,2015,29,1,7,2015-07-20
160704,2015,30,1,4,2015-07-27
160704,2015,31,0,3,2015-08-03
160704,2015,32,1,3,2015-08-10
160704,2015,33,0,5,2015-08-17
160704,2015,34,0,4,2015-08-24
160704,2015,35,0,4,2015-08-31
160704,2015,36,0,1,2015-09-07
160704,2015,37,0,3,2015-09-14
160704,2015,38,0,3,2015-09-21
160704,2015,39,0,4,2015-09-28
160704,2015,40,0,6,2015-10-05
160704,2015,41,0,2,2015-10-12
160704,2015,42,0,5,2015-10-19
160704,2015,43,8,20,2015-10-26
160704,2015,44,0,2,2015-11-02
160704,2015,45,0,1,2015-11-09
160704,2015,46,0,4,2015-11-16
160704,2015,47,0,1,2015-11-23
160704,2015,48,0,1,2015-11-30
160704,2015,49,0,3,2015-12-07
160704,2015,51,2,2,2015-12-21
160704,2015,52,0,2,2015-12-28
160704,2016,1,0,3,2016-01-04
160704,2016,3,0,2,2016-01-18
160704,2016,4,0,2,2016-01-25
160704,2016,6,0,5,2016-02-08
160704,2016,7,0,2,2016-02-15
160704,2016,8,0,4,2016-02-22
160704,2016,11,0,14,2016-03-14
160704,2016,13,0,3,2016-03-28
160704,2016,14,0,1,2016-04-04
160704,2016,15,0,1,2016-04-11
160704,2016,16,0,5,2016-04-18
160704,2016,17,0,2,2016-04-25
160704,2016,18,1,7,2016-05-02
160704,2016,19,0,5,2016-05-09
160704,2016,20,0,2,2016-05-16
160704,2016,22,4,5,2016-05-30
160704,2016,23,1,6,2016-06-06
160704,2016,24,3,3,2016-06-13
160704,2016,25,2,3,2016-06-20
160704,2016,26,0,3,2016-06-27
160704,2016,27,0,4,2016-07-04
160704,2016,28,2,3,2016-07-11
160704,2016,29,1,8,2016-07-18
160704,2016,30,0,10,2016-07-25
160704,2016,31,3,8,2016-08-01
160704,2016,32,1,10,2016-08-08
160704,2016,33,2,14,2016-08-15
160704,2016,34,4,5,2016-08-22
160704,2016,35,14,21,2016-08-29
160704,2016,36,9,25,2016-09-05
160704,2016,37,2,8,2016-09-12
160704,2016,38,3,3,2016-09-19
160704,2016,39,2,16,2016-09-26
160704,2016,40,1,9,2016-10-03
160704,2016,41,0,2,2016-10-10
160704,2016,42,0,2,2016-10-17
160704,2016,44,0,6,2016-10-31
160704,2016,45,0,2,2016-11-07
160704,2016,46,3,2,2016-11-14
160704,2016,47,2,4,2016-11-21
160704,2016,48,1,4,2016-11-28
160704,2016,49,0,7,2016-12-05
160704,2016,52,0,1,2016-12-26
160704,2017,1,2,8,2017-01-02
160704,2017,2,1,15,2017-01-09
160704,2017,3,0,4,2017-01-16
160704,2017,4,0,8,2017-01-23
160704,2017,5,0,9,2017-01-30
160704,2017,6,2,5,2017-02-06
160704,2017,7,7,12,2017-02-13
160704,2017,8,1,8,2017-02-20
160704,2017,9,0,7,2017-02-27
160704,2017,10,1,13,2017-03-06
160704,2017,11,8,20,2017-03-13
160704,2017,12,5,9,2017-03-20
160704,2017,13,3,6,2017-03-27
160704,2017,14,5,28,2017-04-03
160704,2017,15,10,20,2017-04-10
160704,2017,16,3,27,2017-04-17
160704,2017,17,0,4,2017-04-24
160704,2017,18,0,16,2017-05-01
160704,2017,19,1,11,2017-05-08
160704,2017,20,1,22,2017-05-15
160704,2017,21,0,4,2017-05-22
160704,2017,22,1,6,2017-05-29
160704,2017,23,1,3,2017-06-05
160704,2017,24,0,4,2017-06-12
160704,2017,25,0,4,2017-06-19
160704,2017,26,1,1,2017-06-26
160704,2017,27,16,22,2017-07-03
160704,2017,28,11,37,2017-07-10
160704,2017,29,5,14,2017-07-17
160704,2017,30,2,10,2017-07-24
160704,2017,31,4,14,2017-07-31
160704,2017,32,14,43,2017-08-07
160704,2017,33,5,20,2017-08-14
160704,2017,34,19,13,2017-08-21
160704,2017,35,16,24,2017-08-28
160704,2017,36,23,25,2017-09-04
160704,2017,37,20,47,2017-09-11
160704,2017,38,5,13,2017-09-18
160704,2017,39,2,2,2017-09-25
160704,2017,40,5,11,2017-10-02
160704,2017,41,3,10,2017-10-09
160704,2017,42,3,15,2017-10-16
160704,2017,43,7,6,2017-10-23
160704,2017,44,2,14,2017-10-30
160704,2017,45,1,12,2017-11-06
160704,2017,46,18,19,2017-11-13
160704,2017,47,30,30,2017-11-20
160704,2017,48,5,20,2017-11-27
160704,2017,49,3,22,2017-12-04
160704,2017,50,5,16,2017-12-11
160704,2017,51,8,12,2017-12-18
160704,2017,52,3,16,2017-12-25
160704,2018,1,17,33,2018-01-01
160704,2018,2,12,32,2018-01-08
160704,2018,3,12,35,2018-01-15
160704,2018,4,6,15,2018-01-22
160704,2018,5,11,28,2018-01-29
160704,2018,6,16,30,2018-02-05
160704,2018,7,17,31,2018-02-12
160704,2018,8,16,48,2018-02-19
160704,2018,9,15,41,2018-02-26
160704,2018,10,8,34,2018-03-05
160704,2018,11,20,26,2018-03-12
160704,2018,12,15,18,2018-03-19
160704,2018,13,11,13,2018-03-26
160704,2018,14,20,34,2018-04-02
160704,2018,15,9,25,2018-04-09
160704,2018,16,2,7,2018-04-16
160704,2018,17,18,19,2018-04-23
160704,2018,18,7,15,2018-04-30
160704,2018,19,4,9,2018-05-07
160704,2018,20,0,10,2018-05-14
160704,2018,21,3,4,2018-05-21
160704,2018,22,1,6,2018-05-28
160704,2018,23,0,2,2018-06-04
160704,2018,24,0,3,2018-06-11
160704,2018,25,1,4,2018-06-18
160704,2018,26,1,2,2018-06-25
160704,2018,27,3,4,2018-07-02
160704,2018,28,5,16,2018-07-09
160704,2018,29,2,23,2018-07-16
160704,2018,30,3,12,2018-07-23
160704,2018,31,1,12,2018-07-30
160704,2018,32,2,6,2018-08-06
160704,2018,33,3,8,2018-08-13
160704,2018,34,1,3,2018-08-20
160704,2018,36,0,1,2018-09-03
160704,2018,37,0,1,2018-09-10
160704,2018,38,0,1,2018-09-17
160704,2018,39,0,1,2018-09-24
160704,2018,40,1,2,2018-10-01
160704,2018,41,0,2,2018-10-08
160704,2018,42,0,6,2018-10-15
160704,2018,43,0,6,2018-10-22
160704,2018,44,0,4,2018-10-29
160704,2018,45,2,5,2018-11-05
160704,2018,46,5,5,2018-11-12
160704,2018,47,0,3,2018-11-19
160704,2018,48,1,2,2018-11-26
160704,2018,49,0,1,2018-12-03
160704,2019,1,5,7,2019-01-07
160704,2019,2,3,5,2019-01-14
160704,2019,3,0,3,2019-01-21
160704,2019,4,0,3,2019-01-28
160704,2019,5,1,3,2019-02-04
160704,2019,6,1,3,2019-02-11
160704,2019,7,5,35,2019-02-18
160704,2019,8,1,9,2019-02-25
160704,2019,9,0,2,2019-03-04
160704,2019,10,0,3,2019-03-11
160704,2019,11,0,7,2019-03-18
160704,2019,13,1,3,2019-04-01
160704,2019,14,1,7,2019-04-08
160704,2019,15,1,1,2019-04-15
160704,2019,16,0,2,2019-04-22
160704,2019,17,1,1,2019-04-29
160704,2019,18,2,7,2019-05-06
160704,2019,19,4,0,2019-05-13
160704,2019,20,5,4,2019-05-20
160704,2019,21,4,2,2019-05-27
160704,2019,22,1,1,2019-06-03
160704,2019,23,1,1,2019-06-10
160704,2019,24,0,1,2019-06-17
160704,2019,25,0,2,2019-06-24
160704,2019,26,0,1,2019-07-01
160704,2019,27,0,2,2019-07-08
160704,2019,28,0,11,2019-07-15
160704,2019,29,0,3,2019-07-22
160704,2019,30,0,5,2019-07-29
160704,2019,31,14,11,2019-08-05
160704,2019,32,1,3,2019-08-12
160704,2019,33,5,3,2019-08-19
160704,2019,34,4,3,2019-08-26
160704,2019,35,0,10,2019-09-02
160704,2019,36,3,6,2019-09-09
160704,2019,37,2,6,2019-09-16
160704,2019,38,1,8,2019-09-23
160704,2019,39,0,9,2019-09-30
160704,2019,40,0,6,2019-10-07
160704,2019,41,0,13,2019-10-14
160704,2019,42,1,5,2019-10-21
160704,2019,43,3,4,2019-10-28
160704,2019,44,0,4,2019-11-04
160704,2019,45,2,10,2019-11-11
160704,2019,46,5,18,2019-11-18
160704,2019,47,1,1,2019-11-25
160704,2019,49,2,1,2019-12-09
160704,2019,50,1,6,2019-12-16
160704,2019,51,1,5,2019-12-23
160704,2019,52,0,2,2019-12-30
160704,2020,1,3,1,2020-01-06
160704,2020,2,0,3,2020-01-13
160704,2020,3,1,4,2020-01-20
160704,2020,4,4,9,2020-01-27
160704,2020,5,0,10,2020-02-03
160704,2020,6,1,7,2020-02-10
160704,2020,7,4,8,2020-02-17
160704,2020,8,4,20,2020-02-24
160704,2020,9,4,17,2020-03-02
160704,2020,10,0,6,2020-03-09
160704,2020,11,0,3,2020-03-16
160704,2020,12,1,6,2020-03-23
160704,2020,13,0,5,2020-03-30
160704,2020,14,0,4,2020-04-06
160704,2020,15,0,4,2020-04-13
160704,2020,16,0,7,2020-04-20
160704,2020,17,0,4,2020-04-27
160704,2020,18,0,8,2020-05-04
160704,2020,19,0,10,2020-05-11
160704,2020,20,0,7,2020-05-18
160704,2020,21,0,7,2020-05-25
160704,2020,22,0,3,2020-06-01
160704,2020,23,0,8,2020-06-08
160704,2020,24,0,11,2020-06-15
160704,2020,25,0,8,2020-06-22
160704,2020,26,0,8,2020-06-29
160704,2020,27,4,5,2020-07-06
160704,2020,28,0,10,2020-07-13
160704,2020,29,1,11,2020-07-20
160704,2020,30,0,9,2020-07-27
160704,2020,31,3,6,2020-08-03
160704,2020,32,4,6,2020-08-10
160704,2020,33,4,8,2020-08-17
160704,2020,34,1,5,2020-08-24
160704,2020,35,3,2,2020-08-31
160704,2020,36,2,6,2020-09-07
160704,2020,37,7,16,2020-09-14
160704,2020,38,5,14,2020-09-21
160704,2020,39,15,25,2020-09-28
160704,2020,40,16,19,2020-10-05
160704,2020,41,5,10,2020-10-12
160704,2020,42,2,11,2020-10-19
160704,2020,43,15,19,2020-10-26
160704,2020,44,2,7,2020-11-02
160704,2020,45,23,12,2020-11-09
160704,2020,46,7,11,2020-11-16
160704,2020,47,7,11,2020-11-23
160704,2020,48,4,3,2020-11-30
160704,2020,49,0,2,2020-12-07
160704,2020,51,2,5,2020-12-21
160704,2020,52,2,7,2020-12-28
160704,2020,53,11,7,2021-01-04
160704,2021,1,10,11,2021-01-04
160704,2021,2,22,8,2021-01-11
160704,2021,3,8,9,2021-01-18
160704,2021,4,7,22,2021-01-25
160704,2021,5,7,14,2021-02-01
160704,2021,6,10,12,2021-02-08
160704,2021,7,0,4,2021-02-15
160704,2021,8,0,10,2021-02-22
160704,2021,9,3,20,2021-03-01
160704,2021,10,2,8,2021-03-08
160704,2021,11,0,3,2021-03-15
160704,2021,12,1,12,2021-03-22
160704,2021,13,1,10,2021-03-29
160704,2021,14,4,12,2021-04-05
160704,2021,15,0,11,2021-04-12
160704,2021,16,0,12,2021-04-19
160704,2021,17,1,7,2021-04-26
160704,2021,18,0,4,2021-05-03
160704,2021,19,1,3,2021-05-10
160704,2021,20,3,12,2021-05-17
160704,2021,21,2,20,2021-05-24
160704,2021,22,0,9,2021-05-31
160704,2021,23,0,3,2021-06-07
160704,2021,24,0,6,2021-06-14
160704,2021,25,6,14,2021-06-21
160704,2021,26,0,5,2021-06-28
160704,2021,27,0,12,2021-07-05
160704,2021,28,1,12,2021-07-12
160704,2021,29,0,16,2021-07-19
160704,2021,30,1,18,2021-07-26
160704,2021,31,1,10,2021-08-02
160704,2021,32,0,17,2021-08-09
160704,2021,33,0,24,2021-08-16
160704,2021,34,0,31,2021-08-23
160704,2021,35,3,33,2021-08-30
160704,2021,36,1,22,2021-09-06
160704,2021,37,0,17,2021-09-13
160704,2021,38,1,19,2021-09-20
160704,2021,39,1,1,2021-09-27
160704,2021,40,1,7,2021-10-04
160704,2021,41,1,11,2021-10-11
160704,2021,42,0,4,2021-10-18
160704,2021,43,0,9,2021-10-25
160704,2021,44,0,7,2021-11-01
160704,2021,45,2,9,2021-11-08
160704,2021,46,1,7,2021-11-15
160704,2021,47,0,5,2021-11-22
160704,2021,48,2,5,2021-11-29
160704,2021,49,1,19,2021-12-06
160704,2021,50,7,2,2021-12-13
160704,2021,51,5,12,2021-12-20
160704,2021,52,2,15,2021-12-27
160704,2022,1,1,21,2022-01-03
160704,2022,2,2,12,2022-01-10
160704,2022,3,4,11,2022-01-17
160704,2022,4,5,18,2022-01-24
160704,2022,5,4,22,2022-01-31
160704,2022,6,8,16,2022-02-07
160704,2022,7,6,16,2022-02-14
160704,2022,8,0,5,2022-02-21
160704,2022,9,0,5,2022-02-28
160704,2022,10,1,4,2022-03-07
160704,2022,12,0,5,2022-03-21
160704,2022,13,1,5,2022-03-28
160704,2022,14,2,9,2022-04-04
160704,2022,15,3,16,2022-04-11
160704,2022,16,0,9,2022-04-18
160704,2022,17,2,10,2022-04-25
160704,2022,18,1,17,2022-05-02
160704,2022,19,0,21,2022-05-09
160704,2022,20,0,29,2022-05-16
160704,2022,21,0,23,2022-05-23
160704,2022,22,0,26,2022-05-30
160704,2022,23,0,8,2022-06-06
160704,2022,24,0,17,2022-06-13
160704,2022,25,0,9,2022-06-20
160704,2022,26,0,39,2022-06-27
160704,2022,27,0,23,2022-07-04
160704,2022,28,0,15,2022-07-11
160704,2022,29,1,29,2022-07-18
160704,2022,30,1,34,2022-07-25
160704,2022,31,2,23,2022-08-01
160704,2022,32,3,20,2022-08-08
160704,2022,33,0,35,2022-08-15
160704,2022,34,0,42,2022-08-22
160704,2022,35,2,101,2022-08-29
160704,2022,36,1,29,2022-09-05
160704,2022,37,3,14,2022-09-12
160704,2022,38,2,16,2022-09-19
160704,2022,39,0,7,2022-09-26
160704,2022,40,1,25,2022-10-03
160704,2022,41,0,23,2022-10-10
160704,2022,42,0,22,2022-10-17
160704,2022,43,0,21,2022-10-24
160704,2022,44,0,24,2022-10-31
160704,2022,45,7,24,2022-11-07
160704,2022,46,0,8,2022-11-14
160704,2022,47,4,19,2022-11-21
160704,2022,48,1,11,2022-11-28
160704,2022,49,3,8,2022-12-05
160704,2022,50,1,16,2022-12-12
160704,2022,51,3,6,2022-12-19
160704,2022,52,1,6,2022-12-26
160705,2009,1,1,10,2009-01-05
160705,2009,2,0,9,2009-01-12
160705,2009,3,4,17,2009-01-19
160705,2009,4,0,9,2009-01-26
160705,2009,5,4,5,2009-02-02
160705,2009,6,1,6,2009-02-09
160705,2009,7,0,4,2009-02-16
160705,2009,8,3,12,2009-02-23
160705,2009,9,7,29,2009-03-02
160705,2009,10,5,37,2009-03-09
160705,2009,11,2,27,2009-03-16
160705,2009,12,1,30,2009-03-23
160705,2009,13,0,5,2009-03-30
160705,2009,14,1,12,2009-04-06
160705,2009,15,1,20,2009-04-13
160705,2009,16,1,8,2009-04-20
160705,2009,17,1,34,2009-04-27
160705,2009,18,3,16,2009-05-04
160705,2009,19,0,18,2009-05-11
160705,2009,20,0,7,2009-05-18
160705,2009,21,1,6,2009-05-25
160705,2009,22,2,29,2009-06-01
160705,2009,23,2,9,2009-06-08
160705,2009,24,0,5,2009-06-15
160705,2009,25,0,2,2009-06-22
160705,2009,26,0,2,2009-06-29
160705,2009,27,6,13,2009-07-06
160705,2009,28,1,8,2009-07-13
160705,2009,29,0,9,2009-07-20
160705,2009,30,0,2,2009-07-27
160705,2009,31,0,6,2009-08-03
160705,2009,32,1,5,2009-08-10
160705,2009,33,0,5,2009-08-17
160705,2009,34,0,5,2009-08-24
160705,2009,35,0,2,2009-08-31
160705,2009,36,0,3,2009-09-07
160705,2009,37,0,5,2009-09-14
160705,2009,38,0,1,2009-09-21
160705,2009,39,0,3,2009-09-28
160705,2009,41,0,3,2009-10-12
160705,2009,43,1,6,2009-10-26
160705,2009,44,0,5,2009-11-02
160705,2009,45,2,6,2009-11-09
160705,2009,46,0,2,2009-11-16
160705,2009,47,0,3,2009-11-23
160705,2009,48,0,2,2009-11-30
160705,2009,49,0,3,2009-12-07
160705,2009,50,1,2,2009-12-14
160705,2009,51,1,0,2009-12-21
160705,2009,52,1,0,2009-12-28
160705,2009,53,1,2,2010-01-04
160705,2010,1,2,1,2010-01-04
160705,2010,2,0,1,2010-01-11
160705,2010,4,1,3,2010-01-25
160705,2010,5,0,2,2010-02-01
160705,2010,6,1,1,2010-02-08
160705,2010,7,0,3,2010-02-15
160705,2010,8,0,3,2010-02-22
160705,2010,9,0,1,2010-03-01
160705,2010,10,0,6,2010-03-08
160705,2010,11,0,2,2010-03-15
160705,2010,12,0,3,2010-03-22
160705,2010,13,0,3,2010-03-29
160705,2010,15,0,4,2010-04-12
160705,2010,16,0,7,2010-04-19
160705,2010,17,0,4,2010-04-26
160705,2010,18,0,4,2010-05-03
160705,2010,19,0,1,2010-05-10
160705,2010,20,0,3,2010-05-17
160705,2010,21,3,4,2010-05-24
160705,2010,22,0,8,2010-05-31
160705,2010,23,2,1,2010-06-07
160705,2010,24,0,3,2010-06-14
160705,2010,25,0,1,2010-06-21
160705,2010,26,0,1,2010-06-28
160705,2010,27,0,1,2010-07-05
160705,2010,28,0,3,2010-07-12
160705,2010,29,0,6,2010-07-19
160705,2010,30,0,1,2010-07-26
160705,2010,31,0,4,2010-08-02
160705,2010,33,0,6,2010-08-16
160705,2010,34,0,3,2010-08-23
160705,2010,35,0,19,2010-08-30
160705,2010,36,0,6,2010-09-06
160705,2010,37,0,16,2010-09-13
160705,2010,38,0,19,2010-09-20
160705,2010,39,0,7,2010-09-27
160705,2010,40,0,3,2010-10-04
160705,2010,41,0,4,2010-10-11
160705,2010,42,0,1,2010-10-18
160705,2010,43,0,2,2010-10-25
160705,2010,44,0,7,2010-11-01
160705,2010,46,0,10,2010-11-15
160705,2010,47,0,2,2010-11-22
160705,2010,48,0,2,2010-11-29
160705,2010,49,0,3,2010-12-06
160705,2010,50,0,12,2010-12-13
160705,2010,51,0,2,2010-12-20
160705,2010,52,0,2,2010-12-27
160705,2011,1,0,9,2011-01-03
160705,2011,4,0,7,2011-01-24
160705,2011,5,0,5,2011-01-31
160705,2011,6,0,11,2011-02-07
160705,2011,7,0,11,2011-02-14
160705,2011,8,0,10,2011-02-21
160705,2011,9,0,1,2011-02-28
160705,2011,11,0,17,2011-03-14
160705,2011,12,0,8,2011-03-21
160705,2011,13,0,9,2011-03-28
160705,2011,14,0,15,2011-04-04
160705,2011,15,1,23,2011-04-11
160705,2011,16,0,15,2011-04-18
160705,2011,17,0,21,2011-04-25
160705,2011,18,0,19,2011-05-02
160705,2011,19,0,12,2011-05-09
160705,2011,20,1,26,2011-05-16
160705,2011,21,0,20,2011-05-23
160705,2011,22,0,26,2011-05-30
160705,2011,23,0,17,2011-06-06
160705,2011,24,0,38,2011-06-13
160705,2011,25,0,10,2011-06-20
160705,2011,26,0,38,2011-06-27
160705,2011,27,0,46,2011-07-04
160705,2011,28,0,16,2011-07-11
160705,2011,29,0,14,2011-07-18
160705,2011,30,0,5,2011-07-25
160705,2011,31,0,11,2011-08-01
160705,2011,32,0,4,2011-08-08
160705,2011,33,0,12,2011-08-15
160705,2011,34,0,19,2011-08-22
160705,2011,35,0,11,2011-08-29
160705,2011,36,0,18,2011-09-05
160705,2011,37,0,5,2011-09-12
160705,2011,38,0,3,2011-09-19
160705,2011,39,0,7,2011-09-26
160705,2011,40,0,3,2011-10-03
160705,2011,41,0,7,2011-10-10
